,Area,Occupational Title,Mean Wage,10th Percentile Wage,25th Percentile Wage,Median Wage,75th Percentile Wage,90th Percentile Wage,Rounded Employment
279,Cochise ,First-Line Supervisors of Construction Trades and Extraction Work,30.16,17.99,24.49,28.65,35.68,45.09, 140 
280,Cochise ,Carpenters,17.84,12.44,14.46,18.05,21.34,23.58, 160 
281,Cochise ,Cement Masons and Concrete Finishers,18.38,13.31,15.12,17.46,20.80,26.52, 60 
282,Cochise ,Construction Laborers,15.22,11.18,12.29,13.84,16.05,20.11, 180 
283,Cochise ,Operating Engineers and Other Construction Equipment Operators,21.85,14.35,16.67,20.04,26.54,31.18, 70 
284,Cochise ,Electricians,19.35,12.28,15.80,18.59,23.09,27.86, 130 
285,Cochise ,"Plumbers, Pipefitters, and Steamfitters",18.15,15.58,16.30,17.50,18.70,22.19, * 
286,Cochise ,Construction and Building Inspectors,26.98,15.90,18.04,25.00,34.81,44.36, 30 
287,Cochise ,Highway Maintenance Workers,18.30,14.96,16.45,18.18,20.12,23.08, * 
288,Cochise ,"Installation, Maintenance, and Repair Occupations",21.15,11.27,13.59,18.52,27.63,35.20," 1,490 "
289,Cochise ,"First-Line Supervisors of Mechanics, Installers, and Repairers",27.83,16.20,20.33,27.42,35.32,40.05, 130 
290,Cochise ,"Telecommunications Equipment Installers and Repairers, Except Line Installers",27.96,19.60,22.73,28.35,34.10,37.41, * 
291,Cochise ,Aircraft Mechanics and Service Technicians,19.53,13.11,14.27,17.37,24.61,30.02, * 
292,Cochise ,Automotive Service Technicians and Mechanics,25.59,17.43,22.21,26.78,29.26,31.48, 210 
293,Cochise ,Bus and Truck Mechanics and Diesel Engine Specialists,16.03,10.85,12.09,14.79,20.45,23.35, 30 
294,Cochise ,"Mobile Heavy Equipment Mechanics, Except Engines",22.75,16.24,18.88,22.74,27.19,29.26, 40 
295,Cochise ,Tire Repairers and Changers,12.06,10.70,10.99,11.47,12.17,14.68, 60 
296,Cochise ,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",16.09,11.57,14.89,16.66,18.14,19.18, 90 
297,Cochise ,"Maintenance and Repair Workers, General",14.89,10.88,11.61,14.05,17.40,20.63, 490 
298,Cochise ,"Helpers--Installation, Maintenance, and Repair Workers",16.31,11.81,13.28,15.63,18.32,22.76, 40 
299,Cochise ,Production Occupations,16.96,10.51,11.52,14.25,20.92,27.31, 370 
300,Cochise ,First-Line Supervisors of Production and Operating Workers,24.69,14.67,17.21,22.65,29.28,35.21, 40 
301,Cochise ,Butchers and Meat Cutters,18.07,11.13,13.28,18.93,21.69,24.80, 30 
302,Cochise ,Water and Wastewater Treatment Plant and System Operators,19.50,11.86,14.09,18.90,23.35,29.92, 30 
303,Cochise ,Transportation and Material Moving Occupations,16.13,10.67,11.33,13.21,17.52,25.28," 1,330 "
304,Cochise ,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",22.30,15.12,17.42,20.96,24.58,35.00, 40 
305,Cochise ,"Bus Drivers, Transit and Intercity",*,*,*,*,*,*, 50 
306,Cochise ,"Bus Drivers, School or Special Client",12.72,10.50,10.66,12.17,13.92,15.52, 160 
307,Cochise ,Driver/Sales Workers,12.83,10.51,10.82,11.89,14.29,16.42, 60 
308,Cochise ,Heavy and Tractor-Trailer Truck Drivers,20.78,14.74,16.32,18.66,24.29,31.50, 140 
309,Cochise ,Light Truck or Delivery Services Drivers,20.13,10.86,11.61,17.32,25.12,36.57, 160 
310,Cochise ,Taxi Drivers and Chauffeurs,11.97,10.51,10.76,11.25,11.73,14.30, 40 
311,Cochise ,Cleaners of Vehicles and Equipment,13.20,10.50,10.50,10.51,13.46,20.66, * 
312,Cochise ,"Laborers and Freight, Stock, and Material Movers, Hand",12.78,10.79,11.20,11.96,13.78,15.26, 360 
313,Cochise ,"Packers and Packagers, Hand",11.71,10.62,10.88,11.31,11.75,13.15, 100 
314,Cochise ,Refuse and Recyclable Material Collectors,15.74,11.77,13.17,15.53,18.07,20.93, 70 
315,Coconino ,Total all occupations,21.36,10.60,11.64,16.18,25.61,38.34," 61,910 "
316,Coconino ,Management Occupations,43.93,19.47,27.73,37.46,52.69,74.69," 4,170 "
317,Coconino ,Chief Executives,83.97,29.70,47.89,76.06,*,*, 170 
318,Coconino ,General and Operations Managers,43.73,19.35,26.88,34.88,47.69,78.83," 1,150 "
319,Coconino ,Legislators,*,*,*,*,*,*, 30 
320,Coconino ,Marketing Managers,49.19,15.32,28.69,41.88,67.81,94.10, 80 
321,Coconino ,Sales Managers,44.76,17.20,24.36,38.29,59.63,78.78, 180 
322,Coconino ,Administrative Services Managers,37.98,21.67,27.90,34.64,44.61,64.85, 230 
323,Coconino ,Computer and Information Systems Managers,48.39,31.63,35.19,43.86,61.19,75.61, 70 
324,Coconino ,Financial Managers,44.73,26.75,32.21,42.42,54.08,63.85, 200 
325,Coconino ,"Transportation, Storage, and Distribution Managers",38.22,24.82,30.12,38.91,46.26,52.96, 50 
326,Coconino ,Human Resources Managers,46.21,26.68,35.02,44.64,55.63,62.67, 70 
327,Coconino ,Construction Managers,44.91,17.61,28.84,40.16,59.53,79.91, 150 
328,Coconino ,"Education Administrators, Elementary and Secondary School",*,*,*,*,*,*, 140 
329,Coconino ,"Education Administrators, Postsecondary",49.11,28.05,34.18,44.67,58.21,76.86, * 
330,Coconino ,"Education Administrators, All Other",36.42,30.03,32.50,37.46,39.11,43.50, 100 
331,Coconino ,Food Service Managers,26.42,16.40,19.08,24.43,29.78,39.43, 180 
332,Coconino ,Lodging Managers,23.81,14.20,16.43,20.60,26.75,37.70, * 
333,Coconino ,Medical and Health Services Managers,55.53,26.99,39.38,50.73,65.63,87.22, 220 
334,Coconino ,Natural Sciences Managers,49.03,32.35,37.63,47.30,59.48,69.97, 70 
335,Coconino ,"Property, Real Estate, and Community Association Managers",24.87,13.43,15.15,22.96,33.80,38.90, 50 
336,Coconino ,Social and Community Service Managers,27.08,16.41,20.50,26.09,30.50,39.18, 80 
337,Coconino ,"Managers, All Other",39.18,15.82,26.27,36.07,51.22,67.97, 120 
338,Coconino ,Business and Financial Operations Occupations,28.12,16.08,19.90,26.16,34.94,43.04," 1,780 "
339,Coconino ,Buyers and Purchasing Agents,28.98,17.35,20.63,27.28,34.54,45.59, 90 
340,Coconino ,"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",27.93,16.55,19.48,27.45,36.45,38.66, 60 
341,Coconino ,Cost Estimators,31.40,16.33,25.34,30.63,37.73,47.17, 90 
342,Coconino ,Human Resources Specialists,24.64,15.19,17.84,24.76,29.42,36.21, 160 
343,Coconino ,Management Analysts,31.22,16.94,20.48,27.76,38.06,47.28, 130 
344,Coconino ,"Meeting, Convention, and Event Planners",19.04,10.96,11.65,16.91,22.40,35.88, 30 
345,Coconino ,Fundraisers,26.55,17.84,20.91,24.64,30.62,38.96, 40 
346,Coconino ,Training and Development Specialists,26.27,16.71,19.01,23.79,32.59,39.00, 70 
347,Coconino ,Market Research Analysts and Marketing Specialists,26.26,14.00,18.95,26.43,33.19,38.79, 200 
348,Coconino ,"Business Operations Specialists, All Other",31.13,17.76,21.78,30.79,38.26,46.15, 250 
349,Coconino ,Accountants and Auditors,29.13,18.01,20.94,25.03,35.20,47.19, 360 
350,Coconino ,Appraisers and Assessors of Real Estate,20.36,10.50,10.51,21.09,24.45,34.32, * 
351,Coconino ,Financial Analysts,30.33,24.85,26.49,29.12,33.51,38.75, 40 
352,Coconino ,Computer and Mathematical Occupations,34.31,18.18,24.31,31.41,42.92,52.77, 960 
353,Coconino ,Computer Systems Analysts,32.16,16.60,18.97,29.81,40.88,55.01, 100 
354,Coconino ,Computer Programmers,31.18,16.84,19.85,29.11,38.16,52.30, 60 
355,Coconino ,"Software Developers, Applications",42.63,28.14,33.69,42.55,50.42,59.51, 120 
356,Coconino ,Web Developers,30.87,16.92,24.87,29.71,39.69,46.86, 50 
357,Coconino ,Network and Computer Systems Administrators,36.24,24.68,29.21,35.84,42.60,50.04, 110 
358,Coconino ,Computer User Support Specialists,25.27,16.52,19.74,24.15,29.67,36.68, 190 
359,Coconino ,Computer Network Support Specialists,28.64,19.50,22.89,27.43,31.38,39.18, 60 
360,Coconino ,"Computer Occupations, All Other",32.14,17.83,25.20,31.07,40.91,47.24, 170 
361,Coconino ,Architecture and Engineering Occupations,36.37,19.47,26.94,33.90,43.52,55.40, 820 
362,Coconino ,Civil Engineers,38.10,25.63,31.31,36.08,42.00,57.51, 100 
363,Coconino ,"Electronics Engineers, Except Computer",41.96,26.21,28.46,35.16,53.23,70.66, * 
364,Coconino ,"Engineers, All Other",48.75,19.42,32.01,46.45,61.72,80.07, * 
365,Coconino ,Electrical and Electronics Engineering Technicians,33.72,18.60,30.18,34.89,38.66,45.07, * 
366,Coconino ,"Engineering Technicians, Except Drafters, All Other",29.00,16.65,23.27,29.18,34.81,40.04, * 
367,Coconino ,Surveying and Mapping Technicians,24.36,16.53,18.78,25.25,29.19,31.48, 40 
368,Coconino ,"Life, Physical, and Social Science Occupations",27.28,14.34,16.06,24.15,34.07,44.69," 1,200 "
369,Coconino ,Zoologists and Wildlife Biologists,32.61,24.28,27.56,31.53,37.99,42.33, 50 
370,Coconino ,"Biological Scientists, All Other",33.48,21.87,27.57,33.36,38.26,42.34, 80 
371,Coconino ,"Environmental Scientists and Specialists, Including Health",34.07,18.13,21.87,29.44,42.95,55.96, 50 
372,Coconino ,"Clinical, Counseling, and School Psychologists",36.00,13.23,24.90,32.39,43.01,58.65, 60 
373,Coconino ,Anthropologists and Archeologists,31.51,20.23,23.05,30.25,38.26,45.85, 40 
374,Coconino ,Biological Technicians,18.40,14.35,16.05,17.89,19.89,23.51, 90 
375,Coconino ,Forensic Science Technicians,33.29,17.44,20.95,40.07,44.89,47.79, 30 
376,Coconino ,"Life, Physical, and Social Science Technicians, All Other",20.48,14.35,16.06,19.89,23.29,28.23, 80 
377,Coconino ,Community and Social Services Occupations,20.09,11.55,14.41,18.82,23.98,29.75," 1,170 "
378,Coconino ,"Educational, Guidance, School, and Vocational Counselors",18.90,10.91,11.59,17.31,22.60,28.56, 330 
379,Coconino ,Marriage and Family Therapists,21.92,16.88,19.82,22.07,24.31,27.96, 40 
380,Coconino ,"Substance abuse, behavioral disorder, and mental health counselors",19.46,12.65,13.61,16.47,24.83,30.03, 150 
381,Coconino ,"Child, Family, and School Social Workers",19.73,13.05,15.58,19.08,22.97,27.62, 140 
382,Coconino ,Healthcare Social Workers,27.39,13.83,17.77,28.65,35.18,39.28, 60 
383,Coconino ,Mental Health and Substance Abuse Social Workers,19.54,15.58,16.55,18.18,20.87,23.78, 80 
384,Coconino ,Probation Officers and Correctional Treatment Specialists,22.09,13.66,16.92,21.90,27.06,30.65, 100 
385,Coconino ,Social and Human Service Assistants,17.70,11.14,12.74,17.62,22.02,24.86, 150 
386,Coconino ,Lawyers,68.08,33.07,40.50,51.53,76.59,*, 140 
387,Coconino ,"Judges, Magistrate Judges, and Magistrates",45.48,24.30,31.32,38.93,61.05,71.81, 40 
388,Coconino ,Paralegals and Legal Assistants,25.32,17.41,20.32,23.12,28.38,40.80, 70 
389,Coconino ,"Education, Training, and Library Occupations",25.05,11.33,15.92,22.67,30.39,41.90," 4,330 "
390,Coconino ,"Vocational Education Teachers, Postsecondary",26.10,11.88,21.11,24.08,33.23,37.93, 30 
391,Coconino ,"Preschool Teachers, Except Special Education",17.30,11.53,13.35,16.76,19.92,23.87, 110 
392,Coconino ,"Kindergarten Teachers, Except Special Education",*,*,*,*,*,*, * 
393,Coconino ,"Elementary School Teachers, Except Special Education",*,*,*,*,*,*, 560 
394,Coconino ,"Middle School Teachers, Except Special and Career/Technical Educa",*,*,*,*,*,*, * 
395,Coconino ,"Secondary School Teachers, Except Special and Career/Technical Ed",*,*,*,*,*,*, 130 
396,Coconino ,"Career/Technical Education Teachers, Secondary School",*,*,*,*,*,*, 30 
397,Coconino ,"Special Education Teachers, Kindergarten and Elementary School",*,*,*,*,*,*, * 
398,Coconino ,"Special Education Teachers, Middle School",*,*,*,*,*,*, 50 
399,Coconino ,"Special Education Teachers, Secondary School",*,*,*,*,*,*, 50 
400,Coconino ,Self-Enrichment Education Teachers,14.57,10.50,10.51,11.88,14.30,27.28, * 
401,Coconino ,"Teachers and Instructors, All Other, Except Substitute Teachers",*,*,*,*,*,*, 180 
402,Coconino ,Librarians,26.45,15.48,24.61,27.64,30.22,34.53, 60 
403,Coconino ,Library Technicians,21.31,14.56,17.03,20.19,23.90,28.20, 40 
404,Coconino ,Instructional Coordinators,27.26,17.21,21.19,25.47,30.57,37.43, 220 
405,Coconino ,Teacher Assistants,*,*,*,*,*,*, 690 
406,Coconino ,"Education, Training, and Library Workers, All Other",18.29,13.49,16.88,18.46,21.30,21.31, 90 
407,Coconino ,"Arts, Design, Entertainment, Sports, and Media Occupations",22.52,10.64,11.59,16.80,25.07,33.24, 590 
408,Coconino ,Graphic Designers,19.81,11.63,14.02,19.93,24.21,29.20, 50 
409,Coconino ,Merchandise Displayers and Window Trimmers,13.37,10.65,11.10,11.86,14.77,19.00, 40 
410,Coconino ,Coaches and Scouts,*,*,*,*,*,*, 40 
411,Coconino ,Public Relations Specialists,26.81,16.19,18.23,26.75,31.40,42.30, 60 
412,Coconino ,Photographers,13.04,10.50,10.51,11.40,15.30,18.10, 60 
413,Coconino ,Healthcare Practitioners and Technical Occupations,37.33,15.73,22.99,33.80,44.57,59.75," 3,870 "
414,Coconino ,"Dentists, General",97.61,40.92,55.54,77.86,*,*, * 
415,Coconino ,Dietitians and Nutritionists,23.53,11.83,17.63,24.37,29.44,33.43, 40 
416,Coconino ,Pharmacists,66.03,53.53,59.81,68.70,75.57,79.70, 110 
417,Coconino ,Family and General Practitioners,105.91,63.20,80.35,96.22,*,*, 30 
418,Coconino ,"Physicians and Surgeons, All Other",120.86,79.28,92.03,*,*,*, * 
419,Coconino ,Physician Assistants,34.09,13.84,16.44,39.30,48.81,58.57, * 
420,Coconino ,Physical Therapists,37.04,26.26,30.21,36.22,43.39,49.84, * 
421,Coconino ,Respiratory Therapists,29.81,23.13,26.22,29.67,34.17,37.56, 60 
422,Coconino ,Speech-Language Pathologists,43.33,28.23,33.69,43.14,52.04,60.29, 60 
423,Coconino ,Registered Nurses,37.92,27.62,31.97,36.84,43.94,50.28," 1,530 "
424,Coconino ,Nurse Practitioners,50.57,36.45,42.46,49.50,59.41,68.14, 170 
425,Coconino ,Clinical Laboratory Technologists and Technicians,24.12,13.88,16.57,20.48,32.12,38.97, 180 
426,Coconino ,Dental Hygienists,41.02,32.77,39.22,42.73,46.37,48.56, * 
427,Coconino ,Diagnostic Medical Sonographers,36.51,26.31,28.46,33.66,43.23,48.55, 40 
428,Coconino ,Radiologic Technologists and Technicians,34.60,24.80,27.84,33.05,40.36,48.71, * 
429,Coconino ,Pharmacy Technicians,18.63,13.73,15.87,18.19,21.56,24.40, 160 
430,Coconino ,Veterinary Technologists and Technicians,15.31,12.14,13.34,15.43,17.41,18.61, 80 
431,Coconino ,Licensed Practical and Licensed Vocational Nurses,26.36,21.58,24.64,26.77,29.21,30.67, 30 
432,Coconino ,Medical Records and Health Information Technicians,22.34,13.38,15.93,20.11,28.69,35.35, 140 
433,Coconino ,Occupational Health and Safety Specialists,33.68,21.89,25.89,32.58,39.59,48.36, 30 
434,Coconino ,Healthcare Support Occupations,15.82,11.47,12.87,14.74,17.87,22.03," 1,310 "
435,Coconino ,Home Health Aides,13.75,11.01,11.76,12.93,14.30,15.44, 380 
436,Coconino ,Nursing Assistants,17.53,12.93,13.99,15.84,19.61,26.23, 190 
437,Coconino ,Massage Therapists,20.71,10.51,14.52,20.75,24.93,30.44, * 
438,Coconino ,Dental Assistants,15.72,11.15,12.08,14.74,18.57,22.88, 130 
439,Coconino ,Medical Assistants,16.35,13.04,14.54,16.39,18.22,19.46, 350 
440,Coconino ,Medical Equipment Preparers,16.01,12.82,13.78,15.38,18.24,20.38, 70 
441,Coconino ,Medical Transcriptionists,21.08,15.64,17.11,19.65,24.60,29.69, 30 
442,Coconino ,Phlebotomists,14.19,12.64,13.21,14.13,15.06,15.96, 40 
443,Coconino ,Protective Service Occupations,22.19,11.39,14.77,19.88,27.63,35.40," 1,540 "
444,Coconino ,First-Line Supervisors of Police and Detectives,42.74,30.17,34.35,41.26,50.63,59.70, 90 
445,Coconino ,First-Line Supervisors of Fire Fighting and Prevention Workers,29.94,20.99,24.52,28.04,34.95,42.22, 60 
446,Coconino ,"First-Line Supervisors of Protective Service Workers, All Other",30.35,20.55,25.95,30.87,33.36,36.31, 40 
447,Coconino ,Firefighters,19.69,13.78,16.05,18.41,22.74,28.72, 240 
448,Coconino ,Correctional Officers and Jailers,19.87,15.51,16.89,19.35,22.66,25.96, 120 
449,Coconino ,Detectives and Criminal Investigators,36.98,20.66,26.57,34.69,48.51,57.68, 60 
450,Coconino ,Police and Sheriff's Patrol Officers,26.08,16.97,22.85,26.46,29.95,35.28, 250 
451,Coconino ,Security Guards,14.51,10.78,11.33,13.12,16.18,19.67, 350 
452,Coconino ,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",11.73,10.51,10.77,11.28,11.85,13.54, * 
453,Coconino ,"Protective Service Workers, All Other",21.06,15.51,16.05,19.88,26.76,29.20, * 
454,Coconino ,Food Preparation and Serving-Related Occupations,12.77,10.50,10.51,11.31,13.12,17.30," 9,850 "
455,Coconino ,Chefs and Head Cooks,19.45,10.50,10.51,18.63,25.65,31.64, 150 
456,Coconino ,First-Line Supervisors of Food Preparation and Serving Workers,15.54,10.85,11.80,14.02,17.86,23.18, 790 
457,Coconino ,"Cooks, Fast Food",11.29,10.60,10.85,11.26,11.67,11.92, * 
458,Coconino ,"Cooks, Institution and Cafeteria",15.00,12.16,13.13,14.39,15.73,20.09, 170 
459,Coconino ,"Cooks, Restaurant",12.91,10.72,11.38,12.45,14.16,15.51," 1,540 "
460,Coconino ,"Cooks, Short Order",12.57,10.82,11.29,12.28,13.64,14.46, * 
461,Coconino ,Food Preparation Workers,11.98,10.51,10.82,11.53,12.51,14.45, 420 
462,Coconino ,Bartenders,13.07,10.50,10.50,10.51,13.72,20.77, 440 
463,Coconino ,"Combined Food Preparation and Serving Workers, Including Fast Food",11.20,10.50,10.51,10.75,11.50,12.21," 1,590 "
464,Coconino ,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",12.01,10.50,10.51,11.13,12.35,14.54, 440 
465,Coconino ,Waiters and Waitresses,13.17,10.50,10.50,10.51,12.11,20.77," 2,180 "
466,Coconino ,"Food Servers, Nonrestaurant",14.04,10.50,10.63,11.55,18.88,21.85, 180 
467,Coconino ,Dining Room and Cafeteria Attendants and Bartender Helpers,11.87,10.50,10.50,10.51,11.21,14.68, 470 
468,Coconino ,Dishwashers,11.32,10.50,10.51,11.05,11.76,12.54, 530 
469,Coconino ,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",12.65,10.51,10.83,11.46,12.17,15.40, 410 
470,Coconino ,Building and Grounds Cleaning and Maintenance Occupations,13.21,10.56,11.01,11.78,13.95,17.97," 2,870 "
471,Coconino ,First-Line Supervisors of Housekeeping and Janitorial Workers,17.47,11.06,11.88,14.80,20.03,30.28, 120 
472,Coconino ,"First-Line Supervisors of Landscaping, Lawn Service, and Groundsk",22.07,13.71,15.54,21.82,28.49,31.18, 100 
473,Coconino ,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",13.22,10.58,11.05,11.86,14.45,18.13, 740 
474,Coconino ,Maids and Housekeeping Cleaners,11.81,10.51,10.82,11.44,12.12,13.94," 1,430 "
475,Coconino ,Landscaping and Groundskeeping Workers,14.13,10.84,11.52,12.94,15.94,19.26, 430 
476,Coconino ,Personal Care and Service Occupations,14.17,10.51,10.85,11.91,16.63,20.21," 2,230 "
477,Coconino ,First-Line Supervisors of Personal Service Workers,20.00,12.91,15.53,18.23,23.74,30.93, 110 
478,Coconino ,Nonfarm Animal Caretakers,12.59,10.71,11.14,11.88,13.54,15.53, 70 
479,Coconino ,Amusement and Recreation Attendants,12.40,10.51,10.70,11.29,12.13,17.44, 190 
480,Coconino ,"Hairdressers, Hairstylists, and Cosmetologists",13.24,10.50,10.50,10.51,15.26,18.56, 50 
481,Coconino ,Concierges,12.79,10.51,10.87,11.48,12.14,17.45, 50 
482,Coconino ,Tour and travel guides,14.69,10.51,11.33,15.50,17.63,18.92, 520 
483,Coconino ,Childcare Workers,12.22,10.51,10.86,11.45,12.19,14.56, 110 
484,Coconino ,Personal Care Aides,11.78,10.50,10.51,11.23,12.12,13.82, * 
485,Coconino ,Fitness Trainers and Aerobics Instructors,20.81,14.66,16.79,19.64,23.75,26.15, 180 
486,Coconino ,Recreation Workers,13.29,10.51,10.76,11.39,13.82,20.39, 290 
487,Coconino ,Sales and Related Occupations,15.29,10.51,11.07,12.16,15.62,24.29," 5,420 "
488,Coconino ,First-Line Supervisors of Retail Sales Workers,20.41,12.13,15.43,18.38,25.26,29.97, 620 
489,Coconino ,Cashiers,11.93,10.51,10.70,11.44,12.32,14.31," 1,690 "
490,Coconino ,Counter and Rental Clerks,12.68,10.51,10.81,11.81,13.89,15.12, 90 
491,Coconino ,Parts Salespersons,14.17,10.67,11.14,11.92,17.18,21.73, 70 
492,Coconino ,Retail Salespersons,12.97,10.51,10.97,11.84,13.87,16.30," 2,030 "
493,Coconino ,Advertising Sales Agents,19.48,11.40,12.95,16.55,23.66,34.21, 90 
494,Coconino ,Insurance Sales Agents,17.51,11.23,12.35,14.45,21.18,30.89, * 
495,Coconino ,"Securities, Commodities, and Financial Services Sales Agents",22.82,16.02,16.94,18.48,25.41,41.85, 50 
